,a,b,c,d,e,f,g,h,i,j,k,l,m,n
10130,BDCQ.SED2RIA,2013.06,2954.870162,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10131,BDCQ.SED2RIA,2013.09,3039.30794,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10132,BDCQ.SED2RIA,2013.12,3179.379294,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10133,BDCQ.SED2RIA,2014.03,2956.126427,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10134,BDCQ.SED2RIA,2014.06,3062.484434,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10135,BDCQ.SED2RIA,2014.09,3197.670214,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10136,BDCQ.SED2RIA,2014.12,3331.38704,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10137,BDCQ.SED2RIA,2015.03,3013.920688,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10138,BDCQ.SED2RIA,2015.06,3185.703343,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10139,BDCQ.SED2RIA,2015.09,3283.037321,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10140,BDCQ.SED2RIA,2015.12,3412.832849,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10141,BDCQ.SED2RIA,2016.03,3244.303235,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10142,BDCQ.SED2RIA,2016.06,3348.287418,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10143,BDCQ.SED2RIA,2016.09,3346.097965,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10144,BDCQ.SED2RIA,2016.12,3543.04524,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10145,BDCQ.SED2RIA,2017.03,3350.616185,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10146,BDCQ.SED2RIA,2017.06,3521.58225,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10147,BDCQ.SED2RIA,2017.09,3515.007608,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10148,BDCQ.SED2RIA,2017.12,3765.016737,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10149,BDCQ.SED2RIA,2018.03,3550.61186,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10150,BDCQ.SED2RIA,2018.06,3717.89806,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10151,BDCQ.SED2RIA,2018.09,3732.26019,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10152,BDCQ.SED2RIA,2018.12,4019.851266,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10153,BDCQ.SED2RIA,2019.03,3726.811647,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10154,BDCQ.SED2RIA,2019.06,4006.230331,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10155,BDCQ.SED2RIA,2019.09,4030.301667,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10156,BDCQ.SED2RIA,2019.12,4420.130004,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10157,BDCQ.SED2RIA,2020.03,4037.711181,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10158,BDCQ.SED2RIA,2020.06,4081.906449,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10159,BDCQ.SED2RIA,2020.09,4394.475023,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10160,BDCQ.SED2RIA,2020.12,4380.667044,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10161,BDCQ.SED2RIA,2021.03,4475.190747,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10162,BDCQ.SED2RIA,2021.06,4478.455231,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10163,BDCQ.SED2RIA,2021.09,4656.37977,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10164,BDCQ.SED2RIA,2021.12,4849.021932,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10165,BDCQ.SED2RIA,2022.03,4741.246155,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10166,BDCQ.SED2RIA,2022.06,4869.541491,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10167,BDCQ.SED2RIA,2022.09,5032.360585,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10168,BDCQ.SED2RIA,2022.12,5177.362379,,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10169,BDCQ.SED2RIA,2023.03,5113.9568,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10170,BDCQ.SED2RIA,2023.06,5262.402637,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Actual,,
10171,BDCQ.SED2RIS,2011.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10172,BDCQ.SED2RIS,2011.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10173,BDCQ.SED2RIS,2011.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10174,BDCQ.SED2RIS,2012.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10175,BDCQ.SED2RIS,2012.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10176,BDCQ.SED2RIS,2012.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10177,BDCQ.SED2RIS,2012.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10178,BDCQ.SED2RIS,2013.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10179,BDCQ.SED2RIS,2013.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10180,BDCQ.SED2RIS,2013.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10181,BDCQ.SED2RIS,2013.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10182,BDCQ.SED2RIS,2014.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10183,BDCQ.SED2RIS,2014.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10184,BDCQ.SED2RIS,2014.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10185,BDCQ.SED2RIS,2014.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10186,BDCQ.SED2RIS,2015.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10187,BDCQ.SED2RIS,2015.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10188,BDCQ.SED2RIS,2015.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10189,BDCQ.SED2RIS,2015.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10190,BDCQ.SED2RIS,2016.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10191,BDCQ.SED2RIS,2016.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10192,BDCQ.SED2RIS,2016.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10193,BDCQ.SED2RIS,2016.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10194,BDCQ.SED2RIS,2017.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10195,BDCQ.SED2RIS,2017.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10196,BDCQ.SED2RIS,2017.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10197,BDCQ.SED2RIS,2017.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10198,BDCQ.SED2RIS,2018.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10199,BDCQ.SED2RIS,2018.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10200,BDCQ.SED2RIS,2018.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10201,BDCQ.SED2RIS,2018.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10202,BDCQ.SED2RIS,2019.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10203,BDCQ.SED2RIS,2019.06,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10204,BDCQ.SED2RIS,2019.09,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10205,BDCQ.SED2RIS,2019.12,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10206,BDCQ.SED2RIS,2020.03,,Y,R,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10207,BDCQ.SED2RIS,2020.06,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10208,BDCQ.SED2RIS,2020.09,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10209,BDCQ.SED2RIS,2020.12,,Y,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Seasonally adjusted,,
10210,BDCQ.SED2RIT,2011.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10211,BDCQ.SED2RIT,2011.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10212,BDCQ.SED2RIT,2011.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10213,BDCQ.SED2RIT,2012.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10214,BDCQ.SED2RIT,2012.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10215,BDCQ.SED2RIT,2012.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10216,BDCQ.SED2RIT,2012.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10217,BDCQ.SED2RIT,2013.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10218,BDCQ.SED2RIT,2013.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10219,BDCQ.SED2RIT,2013.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10220,BDCQ.SED2RIT,2013.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10221,BDCQ.SED2RIT,2014.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10222,BDCQ.SED2RIT,2014.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10223,BDCQ.SED2RIT,2014.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10224,BDCQ.SED2RIT,2014.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10225,BDCQ.SED2RIT,2015.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10226,BDCQ.SED2RIT,2015.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10227,BDCQ.SED2RIT,2015.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10228,BDCQ.SED2RIT,2015.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10229,BDCQ.SED2RIT,2016.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10230,BDCQ.SED2RIT,2016.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10231,BDCQ.SED2RIT,2016.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10232,BDCQ.SED2RIT,2016.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10233,BDCQ.SED2RIT,2017.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10234,BDCQ.SED2RIT,2017.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10235,BDCQ.SED2RIT,2017.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10236,BDCQ.SED2RIT,2017.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10237,BDCQ.SED2RIT,2018.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10238,BDCQ.SED2RIT,2018.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10239,BDCQ.SED2RIT,2018.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10240,BDCQ.SED2RIT,2018.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10241,BDCQ.SED2RIT,2019.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10242,BDCQ.SED2RIT,2019.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10243,BDCQ.SED2RIT,2019.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10244,BDCQ.SED2RIT,2019.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10245,BDCQ.SED2RIT,2020.03,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10246,BDCQ.SED2RIT,2020.06,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10247,BDCQ.SED2RIT,2020.09,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10248,BDCQ.SED2RIT,2020.12,,Y,C,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Wellington,Trend,,
10249,BDCQ.SED2RJA,2011.06,120.957226,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
10250,BDCQ.SED2RJA,2011.09,113.837239,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
10251,BDCQ.SED2RJA,2011.12,121.410371,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
10252,BDCQ.SED2RJA,2012.03,122.869852,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
10253,BDCQ.SED2RJA,2012.06,129.944048,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
10254,BDCQ.SED2RJA,2012.09,122.096137,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
10255,BDCQ.SED2RJA,2012.12,130.106213,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
10256,BDCQ.SED2RJA,2013.03,125.627985,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
10257,BDCQ.SED2RJA,2013.06,134.612217,,F,Value,6,Business Data Collection - BDC,Region by employment variable,Total earnings,Tasman,Actual,,
